1.050000000000000000e+01 4.123817247107438774e-29 2.213317240764471894e+00 0.000000000000000000e+00 9.999999995000001192e+08
1.069488444638179736e+01 4.294392304559264489e-29 2.212686393845514576e+00 1.837217194789129981e-02 9.817777880061383247e+08
1.089338603061517041e+01 4.470680241585673630e-29 2.212069268928039900e+00 3.670650095161895332e-02 9.638876255041733980e+08
1.109557188831038133e+01 4.652799696207236102e-29 2.211465385560931196e+00 5.500057890098315749e-02 9.463234613271379471e+08
1.130151040114303029e+01 4.840886214385193445e-29 2.210874281422363197e+00 7.325203121985417176e-02 9.290793550646132231e+08
1.151127121998159097e+01 5.035060891679030168e-29 2.210295511580844696e+00 9.145852906932648574e-02 9.121494745535838604e+08
1.172492528844414750e+01 5.235444407582684316e-29 2.209728648628182857e+00 1.096177919839153719e-01 8.955280939059427977e+08
1.194254486689237993e+01 5.442162030919291296e-29 2.209173280087436630e+00 1.277275889348450377e-01 8.792095915719380379e+08
1.216420355687086641e+01 5.658645313045707436e-29 2.208629126326151049e+00 1.457857222090375715e-01 8.631884484388717413e+08
1.238997632600003662e+01 5.883301526284590800e-29 2.208096096844581080e+00 1.637900507965275032e-01 8.474592459644989967e+08
1.261993953333109353e+01 6.115171069885389563e-29 2.207573833671272912e+00 1.817384735423807074e-01 8.320166643443872929e+08
1.285417095517157549e+01 6.354418144136487644e-29 2.207061976885273946e+00 1.996289406388341015e-01 8.168554807127058506e+08
1.309274981139020433e+01 6.601181291656153850e-29 2.206560178636630898e+00 2.174594496217870099e-01 8.019705673757995367e+08
1.333575679221003085e+01 6.855603132279836980e-29 2.206068103987242068e+00 2.352280446848197815e-01 7.873568900779185295e+08
1.358327408549880744e+01 7.117819585388815141e-29 2.205585428868358733e+00 2.529328281985542826e-01 7.730095062985988855e+08
1.383538540456592436e+01 7.387971305073895650e-29 2.205111839943230123e+00 2.705719483614574261e-01 7.589235635810201168e+08
1.409217601647522322e+01 7.667630313663358592e-29 2.204647049413840598e+00 2.881436033417839604e-01 7.450942978908568621e+08
1.435373277088337929e+01 7.958479329328643034e-29 2.204190942710305912e+00 3.056460394861344465e-01 7.315170320050334930e+08
1.462014412941346286e+01 8.258227504410798720e-29 2.203743291212026278e+00 3.230775577321383096e-01 7.181871739298107624e+08
1.489150019557373383e+01 8.567044938137513117e-29 2.203303824338296302e+00 3.404365121683995965e-01 7.051002153477421999e+08
1.516789274523172359e+01 8.885095104797187590e-29 2.202872279980845782e+00 3.577212980540702691e-01 6.922517300928866863e+08
1.544941525765391255e+01 9.212523693728455277e-29 2.202448404500840340e+00 3.749303627737525790e-01 6.796373726538351774e+08
1.573616294712156893e+01 9.549472256806599833e-29 2.202031951463449211e+00 3.920622169502956944e-01 6.672528767040148973e+08
1.602823279513333432e+01 9.896105295711440311e-29 2.201622681774231705e+00 4.091154204168416797e-01 6.550940536587471962e+08
1.632572358320554784e+01 1.025252795423031771e-28 2.201220362888697490e+00 4.260885770313145859e-01 6.431567912586401701e+08
1.662873592628128705e+01 1.061887267162841158e-28 2.200824768911251006e+00 4.429803436284773244e-01 6.314370521787544489e+08
1.693737230675961669e+01 1.099526647247712781e-28 2.200435680251346504e+00 4.597896017876155206e-01 6.199308726631393433e+08
1.725173710915630565e+01 1.138181057388680980e-28 2.200052882735986426e+00 4.765153976785606593e-01 6.086343611842515469e+08
1.757193665540795990e+01 1.177859733450191155e-28 2.199676168772220830e+00 4.931565393032035782e-01 5.975436971267752647e+08
1.789807924083131141e+01 1.218572370184747550e-28 2.199305335973953390e+00 5.097118727489843293e-01 5.866551294954651594e+08
