1.000000e+01	3.697988e-29
1.002305e+01	3.717235e-29
1.004616e+01	3.736563e-29
1.006932e+01	3.755976e-29
1.009253e+01	3.775468e-29
1.011579e+01	3.795049e-29
1.013911e+01	3.814711e-29
1.016249e+01	3.834456e-29
1.018591e+01	3.854286e-29
1.020939e+01	3.874199e-29
1.023293e+01	3.894198e-29
1.025652e+01	3.914284e-29
1.028016e+01	3.934451e-29
1.030386e+01	3.954706e-29
1.032761e+01	3.975046e-29
1.035142e+01	3.995469e-29
1.037528e+01	4.015981e-29
1.039920e+01	4.036577e-29
1.042317e+01	4.057262e-29
1.044720e+01	4.078035e-29
1.047129e+01	4.098891e-29
1.049542e+01	4.119837e-29
1.051962e+01	4.140868e-29
1.054387e+01	4.161989e-29
1.056818e+01	4.183198e-29
1.059254e+01	4.204492e-29
1.061696e+01	4.225880e-29
1.064143e+01	4.247353e-29
1.066596e+01	4.268916e-29
1.069055e+01	4.290568e-29
1.071519e+01	4.312308e-29
1.073989e+01	4.334140e-29
1.076465e+01	4.356059e-29
1.078947e+01	4.378070e-29
1.081434e+01	4.400175e-29
1.083927e+01	4.422366e-29
1.086426e+01	4.444650e-29
1.088930e+01	4.467023e-29
1.091440e+01	4.489489e-29
1.093956e+01	4.512046e-29
1.096478e+01	4.534695e-29
1.099006e+01	4.557439e-29
1.101539e+01	4.580275e-29
1.104079e+01	4.603200e-29
1.106624e+01	4.626220e-29
1.109175e+01	4.649331e-29
1.111732e+01	4.672538e-29
1.114295e+01	4.695839e-29
1.116863e+01	4.719231e-29
1.119438e+01	4.742722e-29
1.122018e+01	4.766302e-29
1.124605e+01	4.789980e-29
1.127197e+01	4.813754e-29
1.129796e+01	4.837619e-29
1.132400e+01	4.861582e-29
1.135011e+01	4.885638e-29
1.137627e+01	4.909793e-29
1.140250e+01	4.934046e-29
1.142878e+01	4.958391e-29
1.145513e+01	4.982835e-29
1.148154e+01	5.007373e-29
1.150800e+01	5.032011e-29
1.153453e+01	5.056746e-29
1.156112e+01	5.081577e-29
1.158777e+01	5.106510e-29
1.161449e+01	5.131539e-29
1.164126e+01	5.156664e-29
1.166810e+01	5.181889e-29
1.169499e+01	5.207211e-29
1.172195e+01	5.232635e-29
1.174898e+01	5.258158e-29
1.177606e+01	5.283778e-29
1.180321e+01	5.309503e-29
1.183042e+01	5.335322e-29
1.185769e+01	5.361245e-29
1.188502e+01	5.387268e-29
1.191242e+01	5.413389e-29
1.193988e+01	5.439614e-29
1.196741e+01	5.465937e-29
1.199499e+01	5.492367e-29
1.202264e+01	5.519340e-29
1.205036e+01	5.546516e-29
1.207814e+01	5.573804e-29
1.210598e+01	5.601200e-29
1.213389e+01	5.628709e-29
1.216186e+01	5.656328e-29
1.218990e+01	5.684054e-29
1.221800e+01	5.711899e-29
1.224616e+01	5.739851e-29
1.227439e+01	5.767912e-29
1.230269e+01	5.796088e-29
1.233105e+01	5.824373e-29
1.235947e+01	5.852774e-29
1.238797e+01	5.881290e-29
1.241652e+01	5.909914e-29
1.244515e+01	5.938655e-29
1.247384e+01	5.967505e-29
1.250259e+01	5.996474e-29
1.253141e+01	6.025555e-29
1.256030e+01	6.054750e-29
1.258925e+01	6.084061e-29
1.261828e+01	6.113485e-29
1.264736e+01	6.143030e-29
1.267652e+01	6.172690e-29
1.270574e+01	6.202460e-29
1.273503e+01	6.232350e-29
1.276439e+01	6.262355e-29
1.279381e+01	6.292480e-29
1.282331e+01	6.322725e-29
1.285287e+01	6.353080e-29
1.288250e+01	6.383557e-29
1.291219e+01	6.414150e-29
1.294196e+01	6.444863e-29
1.297179e+01	6.475694e-29
1.300170e+01	6.506643e-29
1.303167e+01	6.537712e-29
1.306171e+01	6.568906e-29
1.309182e+01	6.600213e-29
1.312200e+01	6.631642e-29
1.315225e+01	6.663188e-29
1.318257e+01	6.694858e-29
1.321296e+01	6.726651e-29
1.324342e+01	6.758560e-29
1.327394e+01	6.790597e-29
1.330454e+01	6.822749e-29
1.333521e+01	6.855027e-29
1.336596e+01	6.887427e-29
1.339677e+01	6.919947e-29
1.342765e+01	6.952593e-29
1.345860e+01	6.985358e-29
1.348963e+01	7.018249e-29
1.352073e+01	7.051268e-29
1.355189e+01	7.084404e-29
1.358313e+01	7.117666e-29
1.361445e+01	7.151051e-29
1.364583e+01	7.184563e-29
1.367729e+01	7.218201e-29
1.370882e+01	7.251959e-29
1.374042e+01	7.285852e-29
1.377209e+01	7.319865e-29
1.380384e+01	7.354002e-29
1.383566e+01	7.388267e-29
1.386756e+01	7.422655e-29
1.389953e+01	7.457174e-29
1.393157e+01	7.491820e-29
1.396368e+01	7.526589e-29
1.399587e+01	7.561493e-29
1.402814e+01	7.596954e-29
1.406048e+01	7.632618e-29
1.409289e+01	7.668419e-29
1.412538e+01	7.704353e-29
1.415794e+01	7.740428e-29
1.419058e+01	7.776637e-29
1.422329e+01	7.812988e-29
1.425608e+01	7.849480e-29
1.428894e+01	7.886105e-29
1.432188e+01	7.922871e-29
1.435489e+01	7.959773e-29
1.438799e+01	7.996819e-29
1.442115e+01	8.034004e-29
1.445440e+01	8.071325e-29
1.448772e+01	8.108795e-29
1.452112e+01	8.146400e-29
1.455459e+01	8.184148e-29
1.458814e+01	8.222038e-29
1.462177e+01	8.260066e-29
1.465548e+01	8.298240e-29
1.468926e+01	8.336556e-29
1.472313e+01	8.375012e-29
1.475707e+01	8.413618e-29
1.479108e+01	8.452362e-29
1.482518e+01	8.491250e-29
1.485936e+01	8.530285e-29
1.489361e+01	8.569458e-29
1.492794e+01	8.608781e-29
1.496236e+01	8.648245e-29
1.499685e+01	8.687861e-29
1.503142e+01	8.727621e-29
1.506607e+01	8.767521e-29
1.510080e+01	8.807572e-29
1.513561e+01	8.847765e-29
1.517050e+01	8.888110e-29
1.520548e+01	8.928601e-29
1.524053e+01	8.969235e-29
1.527566e+01	9.010025e-29
1.531087e+01	9.050956e-29
1.534617e+01	9.092039e-29
1.538155e+01	9.133270e-29
1.541700e+01	9.174646e-29
1.545254e+01	9.216175e-29
1.548817e+01	9.257857e-29
1.552387e+01	9.299682e-29
1.555966e+01	9.341660e-29
1.559553e+01	9.383783e-29
1.563148e+01	9.426063e-29
1.566751e+01	9.468492e-29
1.570363e+01	9.511069e-29
1.573983e+01	9.553801e-29
1.577611e+01	9.596681e-29
1.581248e+01	9.639720e-29
1.584893e+01	9.682908e-29
